"presence_id";"post_id";"produit_name";"forum_name";"discussion_url";"post_date";"pseudo";"message_for_analyse"
25015;2982719;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresses-lasik-handicap-sujet_161042_1.htm";"2012-01-08 15:29:31";"JO_MLV";" est ce que la secheresse des yeux est d autant plus importante que la myopie pre Lasik etait importante ? On pourrait croire que oui , car plus la myopie etait importante plus il a fallu creuser la cornee avec le laser excimer , et plus le reseau de nerfs a ete pulverisee en surface et en profondeur . Qu en est il ? Personellemenent j avais 6 , 5 , dans combien de temps pourrai je recouvrer une hydratation normale naturelle sans plus devoir instiller de gouttes d nom_medicament ?"
25019;2982827;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresse-oculaire-sujet_164097_1.htm";"2014-05-07 14:19:42";"dominohell";" Bonjour a tous , <U+FFFD> <NOM> message car je n en peux plus . Je ne sais pas si venir sur un forum m aidera car beaucoup de temoignages sont assez deprimants , mais peut etre pourrez vous m apporter un peu d espoir ( d autant que j ai l impression que plus je desespere et stresse plus le probleme empire ) . <U+FFFD> Je souffre de secheresse oculaire depuis septembre 2013 . Generalement , j ai des crises de 5 / 6 jours puis ca s apaise . J ai deja consulte 4 ophtalmos , dont un aux Quinze Vingt . Je n ai pas recu de diagnostic clair a part "" secheresse oculaire "" . Le dernier ophtalmo que j ai vu m a explique que mes larmes etaient trop epaisses pour "" descendre "" suffisamment et hydrater mon oeil . <U+FFFD>En ce moment je suis son "" traitement "" : <U+FFFD> Matin + soir : <U+FFFD> compresses chaudes massages des paupieres lavage des paupieres avec phylarm vismed <U+FFFD> Dans la journee au besoin : <U+FFFD> nom_medicament ou optive <U+FFFD> Les douleurs durent depuis plus d une semaine a present . Mon oeil droit est le plus touche , et a part quelques moments d accalmie ( sans raison apparente ? ) , je dois le garder ferme la plupart du temps tant la secheresse est invivable . <U+FFFD> En plus j ai une sensation de brulure , je me demande si ce n est pas le Vismed qui peut causer ca ? Cela fait deja 3 jours que je manque le travail , ne peut plus voir mes amis , et je deprime vraiment . J ai <AGE> <AGE> et j ai tres peur pour mon avenir . . . Est ce que j exagere ? <U+FFFD> Je precise aussi car je ne sais pas si ca peut avoir une incidence : j ai ete en amenorrhee pendant 4 ans a cause d une anorexie . Je me realimente bien depuis juin 2013 , et mes regles sont revenues en mars 2014 . <U+FFFD> Parallelement , je suis sous Levothyrox 75 pour une hypothyroidie de Hashimoto depuis l age de <AGE> <AGE> . Merci pour votre temps . . ."
25020;2982834;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/numerous-dryness-blepharitis-sujet_161695_1.htm";"2012-06-16 19:25:38";"Lynxidf";" J ai ete opere au Lasik femto il y a 10 mois a <NOM> Lamartine et j ai toujours les contraintes de secheresses oculaires : 3 gouttes d nom_medicament a 12h00 , 18h00 et 22h00 . Egalement je developpe de la Blepharite au niveau des paupieres . Mon ophtalmo m a donne NAVI BLEF , en mousse . Bref , le bilan est mitige , ce n est pas la reussite totale sur tous les plans , ce n est pas encore la cata , mais ca pourrait le devenir car ce pseudo equilibre reste fragile . Et vous quels sont vos feed back LASIK ?"
25027;2982881;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/aquarest-sujet_163779_1.htm";"2014-01-23 21:43:36";"angel95d";" Bonjour abic , et bien je n ai pas pu vraiment rester sans mettre mon nom_medicament tellement j ai des douleurs dans les yeux , lie a la secheresse . . . . . donc j avais passe une nuit sans et ce fut terrible , donc le matin j avais les yeux tjrs aussi rouges et j ai remis les gouttes , je ne pense pas qu elles soient en cause En plus j ai du mal a utiliser la vitamine A Dulcis , car elle n adhere que quelques minute , et ensuite y a plus rien sur l oeil et il redevient sec , c est de l art a bien appliquer et puis j en ai ras le bol ca fini toujours sur mes cils et ca rammasse la poussiere et c est tres dur a eliminer , bref c est la galere . . j ai commander des gellules aux Omega 3 + 7 car il parait que l omega 7 est particulierement recommander en cas de secheresse oculaire , donc je verrai bien . . . . mes yeux sont de plus en plus rouges , je desespere . . . je ne sais pas comment ca va finir , mais j envisagerai des lunettes teintee . . ."
25028;2982880;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/aquarest-sujet_163779_1.htm";"2014-01-23 20:51:01";"abic";" BonjourAngel , Je viens aux nouvelles . Alors est ce que vos veines ont pu disparaitre apres l arret de l nom_medicament . Prenez vous des gellules d omega 3 pour votre secheresse . Moi j en prends depuis plusieurs annees et c est clair que j ai bcp moins de douleurs aux yeux . Maintenant ce qui persiste c plus de l inconfort car quelques fois j ai l oeil qui s humidifie de moitie et jprends du celluvisc mais ca ne dure que 45 mn , donc depuis jprends plus rien mise a part mes gellules . A BIENTOT"
25029;2982873;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/aquarest-sujet_163779_1.htm";"2014-01-20 14:14:16";"angel95d";" Bonjour , Je voudrais savoir si les gouttes nom_medicament sont nocives pour les yeux pour le moment c est les seules qui me lubrifie assez les yeux , mais en cherchant sur le net , j ai vu que elles contienne du sorbitol et du phosphate disodique dodechahydrate et que ces ingredients serai novifs pour les yeux ? dans le doute je vais faire une petite pause . . . je m inquiete : s merci"
25030;2982910;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/rater-operation-myopie-sujet_159524_1.htm";"2011-04-14 22:17:12";"Profil supprimé";" Je me suis fait opere il y a quelques mois seulement , alors j en suis encore au stade ou j essaie un peu de tout . Pour l instant je suis oblige de mettre des gouttes sinon j ai aussi les yeux exploses et trop secs ( certains jours c est une grosse secheresse et d autres une secheresse moderee ) . En plus comme je n en mettais pas suffisamment il y a peu de temps j ai commence a avoir une douleur . Un ophtalmo ( pas le chirurgien ) m a dit de mettre entre 6 et 12 gouttes + gel par jours ( j en mets 6 , surtout des gouttes , j aime pas les gels ) le temps que . . . . . "" ca revienne "" . Comme si j avais des raisons d esperer que mes larmes naturelles se remettent a couler . . . . En plus de ces gouttes + gel je dois mettre de la pommade le soir au coucher car la secheresse est beaucoup plus importante la nuit . A tel point que j ai souvent les paupieres collees au reveil ( rarement l ouverture des paupieres est douloureuse , comme si on dechirait les yeux ) . Sinon il m arrive aussi de mettre du serum physio bebe et serum physio renforce . Pour les larmes que j ai deja essaye : Refresh , Vismed multi , Larmabak , Artelac . Pour les gels : Celluvisc , nom_medicament . Pour la pommade : Vitamine A Dulcis . Pour le serum phy : Physiologica ( bebe ) , Dacryoserum ( renforce ) . J ai commence il y a 3 jours le dioptec , je n ai pas encore ouvert ma boite de vyseo , et je compte essayer la methode qui consiste a mettre un gant de toilette chaud sur les paupieres pour faire fondre les larmes afin qu elles s ecoulent mieux . Apres je crois que j aurais tout essaye . Tu t es faite operer il y a 2 ans environ je crois . Tu estimes que ca s est quand meme un peu ameliore aujourd hui par rapport aux premiers mois ? A la premiere annee ?"
25031;2982946;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresse-oculaire-temoignage-sujet_160609_1.htm";"2012-01-04 22:25:03";"JO_MLV";" J ai ete opere il y a 3 mois du LASIK femto a paris Lamartine . j utilise au choix , en alternance : nom_medicament 0 , 2 % : 3 a 7 gttes LACRIFLUID 0 , 13 % : 3 a 7 gttes FLUIDABAK 1 , 5 % collyre : 3 a 7 gouttes depuis 2 semaine , j ai fait une episclerite a l oeil droit ( sorte de couperose dans le blanc de l oeil ) et je prend le collyre antibiotique TOBRADEX en 3 * 5 jours . Comme vous je suis tres gene des secheresses oculaires qui ne se resorbent pas au bout de 3 mois , bien au contraire et s empirent dans l environneemnt de travail sur ordinateur en open sapce avec ventilation et chaleur des PC . Bref je suis tres inquiet sur l avenir . quel est le lein avec la force de myopie initiale corrigee ? j avais 6 , 5 , est ce que ca voudrait dire qu il me faudra 6 mois ou 6 ans pour m en remettre et recouvrer une hydratation noremale equiilibree ? la piste de la <PRENOM> est interessante et je crois qu il faut aussi bien s hydrater , puis metrte des gouttes avant de ressentir des secheresses : plus facile a dire qu a faire !"
25032;2982940;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresse-oculaire-temoignage-sujet_160609_1.htm";"2011-12-29 19:57:36";"31lalo";" <PRENOM> : il y a peut etre des generalistes qui peuvent en prescrire , faut voir . Apres les refresh etaient dispo sans ordonnance . et pour l nom_medicament il n y a rien de specifie sur la boite . Or normalement , quand c est un medicament que sous ordonnance c est marque dans un cadre rouge sur la boite . tu peux toujours demander en pharmacie . Au pire ils te fileront autre chose et ca te reussira peut etre . C est vraiment pas cher en plus . <PRENOM> : ca j en sais rien . D apres les autres discussions j ai l impression que ca depend des personnes . chacun est different ."
25035;2982937;"AQUAREST";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresse-oculaire-temoignage-sujet_160609_1.htm";"2011-12-28 23:49:44";"31lalo";" bonsoir <PRENOM> , si il s agit de secheresse oculaire , comme dit plus haut , il faut que ton ophtalmo te trouve les gouttes qui te conviennent . Mais je ne crois pas qu il soit possible de "" guerir "" totalement . A moins de faire de longues cures de complements alimentaires de qualite . La ca peut directement influencer la secretion de larme . Comme je l ai dit juste au dessus je teste un complement . Certains parlent aussi d extrait de <PRENOM> . . . Faut tester , mais vois deja avec ton doc . Moi j ai d abord eu les gouttes refresh , et finalement je prefere les nom_medicament . Y a sans doute encore mieux . Faut tester . courage ! <U+FFFD>"
